Plate,MJD,Fiber,RAJ2000,DEJ2000,GLON,GLAT,gmag,u-g,g-r,D0_2,fm,cHg,bHg,d,r,x,y,z,HRV,e_HRV,Vgal,DR8,Sloan,SimbadName,spec.ra,spec.dec,spec.specObjID,spec.bestObjID,photo.objID,photo.u,photo.g,photo.r,photo.i,photo.z,photo.err_u,photo.err_g,photo.err_r,photo.err_i,photo.err_z,photo.dered_u,photo.dered_g,photo.dered_r,photo.dered_i,photo.dered_z,spp.TEFFANNRR,spp.TEFFANNRRIND,spp.TEFFANNRRUNC,spp.LOGGANNRR,spp.LOGGANNRRIND,spp.LOGGANNRRUNC,spp.FEHANNRR,spp.FEHANNRRIND,spp.FEHANNRRUNC
2894,54539,470,181.268326111,50.00404,141.049057,65.461723,16.79,1.02,-0.19,26.21,0.22,1.14,10.1,17.3,21.3,13.6,-4.5,15.7,121.0,2.2,183.1,DR8,Sloan,SDSS J120504.40+500014.8,181.26833,50.004038,3258483599170627584,1237658613058174983,1237658613058174983,17.9052,16.84558,17.06452,17.27191,17.42084,0.01289697,0.003734688,0.004485164,0.005572791,0.01649917,17.79126,16.76175,17.00372,17.22581,17.38815,8240.843,1,61.40133,3.573583,1,0.0875,-1.125962,1,0.0622
2894,54539,435,181.045425,49.9940569444,141.369965,65.408501,16.79,1.28,-0.05,23.66,0.22,0.84,8.4,17.3,21.3,13.6,-4.5,15.7,-220.1,2.9,-158.3,DR8,Sloan,SDSS J120410.90+495938.9,181.04542,49.994057,3258473978443884544,1237658613058109474,1237658613058109474,18.18578,16.88211,16.93816,17.00562,17.05739,0.0148855,0.003804735,0.004288615,0.005006841,0.01269293,18.08172,16.80554,16.88263,16.96351,17.02753,8051.395,1,205.9304,3.073071,1,0.0544,-2.419173,2,0.0497
2894,54539,321,180.494246944,51.0104330556,141.060974,64.3414,17.08,1.22,-0.11,26.18,0.22,0.88,9.22,20.2,24.1,14.8,-5.5,18.2,36.4,3.0,100.8,DR8,Sloan,SDSS J120158.62+510037.8,180.49425,51.010434,3258442642362492928,1237658206120902667,1237658206120902667,18.42242,17.15606,17.28617,17.38757,17.48169,0.01515257,0.004429142,0.005008906,0.006061303,0.01433165,18.32072,17.08123,17.2319,17.34641,17.45251,7988.589,1,144.818,3.197718,1,0.0322,-1.160932,2,0.0342
2894,54539,484,181.611556944,50.2620511111,140.308151,65.32106,16.56,1.17,-0.23,26.62,0.21,0.99,9.94,15.9,20.0,13.1,-4.2,14.5,-78.4,2.4,-15.0,DR8,Sloan,SDSS J120626.77+501543.6,181.61155,50.262052,3258487447461324800,1237658205047423105,1237658205047423105,17.84711,16.62787,16.83096,16.98145,17.08271,0.01137851,0.004016514,0.004606744,0.00531247,0.01206778,17.74806,16.55499,16.7781,16.94137,17.05429,8205.116,1,200.5475,2.976429,1,0.0367,-1.467659,2,0.028
2919,54537,86,182.146163889,48.8405761111,140.993408,66.757538,18.57,1.08,-0.06,24.05,0.25,0.82,7.37,39.2,42.4,20.0,-9.7,36.0,-247.6,6.3,-188.1,DR8,Sloan,SDSS J120835.08+485026.2,182.14617,48.840577,3286525543691872256,1237658611447758978,1237658611447758978,19.74224,18.62897,18.63932,18.63844,18.70231,0.0356975,0.008150917,0.009647406,0.01195931,0.03910717,19.63682,18.5514,18.58306,18.59579,18.67206,7561.795,1,117.3823,3.471053,1,0.0707,-1.699588,2,0.0557
2414,54526,224,168.033263889,58.627155,144.807404,54.079472,18.65,1.22,-0.14,21.79,0.23,0.89,8.26,41.7,46.0,28.0,-14.1,33.7,10.7,4.7,87.9,DR8,Sloan,SDSS J111207.97+583738.1,168.03326,58.627157,2717984023702956032,1237655107837296707,1237655107837296707,19.89191,18.78215,18.79665,18.86167,18.93464,0.03470503,0.008426775,0.009885504,0.01211768,0.04081938,19.85508,18.75505,18.77699,18.84676,18.92407,7842.134,1,172.9623,2.885198,1,0.0612,-1.567102,2,0.0383
2414,54526,1,171.328063889,58.1096269444,142.971405,55.540268,18.44,1.06,-0.01,18.14,0.26,0.83,8.11,37.1,41.3,24.7,-12.6,30.6,37.7,6.9,115.9,DR8,Sloan,SDSS J112518.70+580634.9,171.32806,58.109627,2717922725929707520,1237655106764210252,1237655106764210252,19.59466,18.49961,18.46041,18.49298,18.59597,0.02797699,0.00751759,0.008224135,0.01066737,0.03113885,19.51828,18.44341,18.41965,18.46208,18.57406,7251.294,1,150.8587,3.947165,1,0.0279,-1.643114,1,0.0575
2452,54178,443,182.250153056,41.2071080556,152.006256,73.438805,16.79,1.18,-0.03,22.77,0.24,0.88,8.04,17.3,20.8,12.4,-2.3,16.6,-78.8,3.1,-44.3,DR8,Sloan,SDSS J120900.03+411225.5,182.25015,41.207107,2760828412586125312,1237664670055333900,1237664670055333900,18.0661,16.82041,16.87318,16.94321,16.96396,0.01242633,0.004085195,0.004624026,0.005227638,0.01076004,17.99088,16.76506,16.83303,16.91277,16.94237,7826.776,1,159.886,3.171394,1,0.0539,-2.142056,2,0.0326
2452,54178,528,182.803925,41.0610538889,151.080063,73.795258,16.03,1.19,-0.06,23.52,0.32,1.02,9.98,12.2,16.1,11.0,-1.6,11.7,-34.6,2.9,0.3,DR8,Sloan,SDSS J121112.94+410339.8,182.80393,41.061054,2760851777208215552,1237664670055465049,1237664670055465049,17.34931,16.10767,16.17406,16.26394,16.34743,0.008944545,0.003926318,0.003984743,0.004542374,0.00787543,17.26045,16.04229,16.12664,16.22798,16.32193,7669.756,1,133.3795,3.423694,1,0.0734,-0.1088617,2,0.0568
1996,53436,561,172.415985,40.78093,168.66687,68.325897,16.33,1.16,-0.25,25.65,0.22,1.06,9.85,14.0,18.4,13.1,-1.0,13.0,46.5,3.5,65.9,DR8,Sloan,SDSS J112939.83+404651.3,172.41599,40.780929,2247450478210213888,1237662193448648729,1237662193448648729,17.60336,16.40825,16.61744,16.76716,16.86345,0.009480149,0.003660979,0.004118117,0.00472094,0.00957844,17.48089,16.31814,16.55209,16.7176,16.82831,8235.475,1,185.9943,3.027635,1,0.0401,-1.830419,2,0.0351
1984,53433,345,187.074188056,40.6050419444,140.983444,75.701653,16.09,1.24,-0.1,26.3,0.21,0.96,9.07,12.8,16.4,10.5,-2.0,12.4,-92.1,2.6,-52.0,DR8,Sloan,SDSS J122817.80+403618.1,187.07419,40.605041,2233880305649870848,1237662225678794792,1237662225678794792,17.38641,16.1265,16.25262,16.34529,16.44361,0.008923781,0.003650227,0.004019988,0.004414997,0.007837318,17.30583,16.06721,16.20962,16.31268,16.42049,8007.728,1,197.3029,3.028837,1,0.0413,-1.41972,2,0.0326
1976,53401,271,179.342193889,40.2212638889,160.009308,72.780853,16.49,1.22,-0.08,23.75,0.27,0.87,9.11,15.0,18.9,12.2,-1.5,14.4,111.4,3.1,138.3,DR8,Sloan,SDSS J115722.11+401316.5,179.34219,40.221263,2224852764893145088,1237664668980543538,1237664668980543538,17.81415,16.56507,16.63528,16.72676,16.7901,0.01111489,0.004105612,0.004353426,0.005268424,0.0103346,17.71283,16.49052,16.58121,16.68576,16.76103,7976.432,1,146.4384,3.239908,1,0.0429,-1.524726,2,0.0273
1976,53401,457,180.559631111,41.0708430556,155.770065,72.772537,16.27,1.17,-0.09,24.64,0.23,0.87,9.07,13.6,17.6,11.7,-1.7,13.0,101.9,2.7,133.4,DR8,Sloan,SDSS J120214.30+410415.0,180.55963,41.070843,2224903892183836672,1237664670054744090,1237664670054744090,17.51646,16.31558,16.38625,16.46478,16.52984,0.00962416,0.00413848,0.004147405,0.004700492,0.00856084,17.44909,16.26601,16.35029,16.43752,16.51051,8058.402,1,170.5176,3.228609,1,0.0449,-2.258809,2,0.0314
1976,53401,466,180.261276111,40.78521,156.977509,72.843483,16.11,1.2,-0.15,26.69,0.2,0.92,9.56,13.0,17.0,11.5,-1.5,12.4,63.2,2.4,93.3,DR8,Sloan,SDSS J120102.70+404706.7,180.26128,40.785208,2224906366084999168,1237662226213437460,1237662226213437460,17.38686,16.15426,16.31635,16.46386,16.5269,0.009424804,0.003371174,0.003880433,0.004382065,0.008560711,17.3105,16.09808,16.2756,16.43296,16.50499,8212.248,1,181.6148,3.100235,1,0.0245,-1.715588,2,0.0336
1970,53386,398,176.258926111,40.8543738889,163.584244,70.627747,17.49,1.18,-0.15,28.5,0.22,1.05,10.04,24.4,28.0,15.8,-2.3,23.0,188.9,6.6,213.6,DR8,Sloan,SDSS J114502.14+405115.7,176.25892,40.854374,2218132274694612992,1237664670053302293,1237664670053302293,18.74787,17.52235,17.69601,17.8411,17.92461,0.01787068,0.004827148,0.005723974,0.007389975,0.01887943,18.67334,17.46751,17.65624,17.81094,17.90323,8167.759,1,153.9618,4.0164,1,0.0697,-2.016265,2,0.0908
1970,53386,473,176.817321944,40.85302,162.753235,70.949654,17.44,1.07,-0.04,22.91,0.23,0.81,8.79,23.4,27.0,15.3,-2.3,22.1,-52.7,5.0,-27.2,DR8,Sloan,SDSS J114716.15+405110.8,176.81732,40.853021,2218152890537633792,1237664670053498932,1237664670053498932,18.62111,17.53503,17.53919,17.60243,17.66631,0.01676401,0.005061845,0.005427601,0.006628129,0.01630591,18.49849,17.44481,17.47376,17.55281,17.63113,7654.72,1,40.81836,3.953896,1,0.0347,-0.877474,2,0.0445
1970,53386,480,176.742676111,40.3762969444,163.98494,71.216171,18.23,1.3,-0.11,23.65,0.22,1.01,8.76,34.3,37.6,18.6,-3.1,32.5,-14.0,8.3,9.7,DR8,Sloan,SDSS J114658.23+402234.6,176.74267,40.376298,2218154814682982400,1237664669516562529,1237664669516562529,19.59977,18.26943,18.35783,18.43021,18.51735,0.02690139,0.006532717,0.007462365,0.01007727,0.02807243,19.52074,18.21129,18.31566,18.39824,18.49468,7914.177,1,132.3611,3.79992,1,0.0947,-1.526293,2,0.0842
1447,53120,54,179.576675,41.2747730556,157.185883,72.134644,17.34,1.04,-0.01,22.08,0.28,0.86,9.2,22.3,25.7,14.3,-2.6,21.2,-13.0,6.4,17.8,DR8,Sloan,SDSS J115818.40+411629.1,179.57667,41.274772,1629192060953192448,1237661965817741324,1237661965817741324,18.458,17.38576,17.39489,17.4349,17.4948,0.01543905,0.004917365,0.005351573,0.006217615,0.01433257,18.37743,17.32647,17.35189,17.40229,17.47168,7736.92,1,64.61453,3.975532,1,0.0468,-1.894468,2,0.0862
1450,53120,212,183.092896111,42.4172169444,147.931732,72.762726,18.31,0.97,-0.03,25.11,0.1,0.92,9.23,34.8,37.7,16.8,-5.5,33.3,-296.2,12.7,-256.4,DR8,Sloan,SDSS J121222.28+422501.9,183.09289,42.417216,1632613191383017472,1237662194525929545,1237662194525929545,19.35071,18.36277,18.36147,18.41493,18.49781,0.02619567,0.006943305,0.007916579,0.009433854,0.02880404,19.27641,18.30809,18.32182,18.38486,18.4765,7718.397,1,177.2406,4.035993,1,0.0984,-2.953479,2,0.1387
1449,53116,606,182.942535,48.4647030556,140.155945,67.315491,16.59,1.19,-0.17,26.05,0.22,0.91,9.12,16.1,20.0,12.8,-4.0,14.9,86.9,3.2,146.2,DR8,Sloan,SDSS J121146.20+482753.0,182.94253,48.464704,1631595593304401920,1237661358617526416,1237661358617526416,17.9128,16.66253,16.76695,16.83262,16.86575,0.0117065,0.003877281,0.004244024,0.004973802,0.01037413,17.79397,16.57509,16.70353,16.78453,16.83166,8054.897,1,101.1397,3.439921,1,0.0637,-1.742982,2,0.0444
1452,53112,170,186.107483056,41.855145,141.777725,74.27021,16.25,1.16,-0.01,23.24,0.25,0.86,8.55,13.5,17.1,10.9,-2.3,13.0,-102.7,3.1,-60.1,DR8,Sloan,SDSS J122425.79+415118.5,186.10748,41.855145,1634853446190393344,1237661966356709482,1237661966356709482,17.54956,16.29298,16.32669,16.37854,16.42645,0.01014342,0.003808923,0.004172974,0.00479491,0.008086591,17.40954,16.18996,16.25197,16.32188,16.38627,7871.218,1,149.8793,3.261544,1,0.0474,-1.384465,2,0.0318
1452,53112,425,185.680435,42.9687311111,141.289276,73.121002,17.35,1.19,-0.22,27.11,0.18,0.96,10.23,22.9,25.9,13.2,-4.2,21.9,-292.0,5.2,-246.5,DR8,Sloan,SDSS J122243.30+425807.4,185.68043,42.96873,1634923540056664064,1237661967967191093,1237661967967191093,18.63411,17.40528,17.60453,17.75093,17.80632,0.01733146,0.004973462,0.005800694,0.007435774,0.01768773,18.55201,17.34487,17.56071,17.7177,17.78276,8205.116,1,108.8686,3.448815,1,0.0527,-1.583169,2,0.026
1452,53112,392,185.376053056,42.4960938889,142.653534,73.46682,15.79,1.23,-0.15,19.95,0.2,1.02,7.5,11.2,15.1,10.5,-1.9,10.7,-79.1,1.9,-35.6,DR8,Sloan,SDSS J122130.24+422945.9,185.37606,42.496092,1634914469085734912,1237662194526650403,1237662194526650403,17.13426,15.86887,16.0026,16.15181,16.18996,0.008052785,0.003678111,0.004200709,0.004578715,0.007465595,17.0255,15.78885,15.94456,16.1078,16.15876,7758.871,1,253.8323,2.598882,1,0.1111,-1.100719,2,0.0832
1369,53089,60,181.842223889,44.87265,146.482056,70.186569,16.51,1.17,-0.02,20.31,0.26,0.8,7.18,15.2,19.1,12.3,-2.8,14.3,112.5,3.1,158.6,DR8,Sloan,SDSS J120722.13+445221.5,181.84223,44.872652,1541373516966815744,1237661850931560489,1237661850931560489,17.76127,16.55033,16.5477,16.58657,16.63808,0.01130157,0.00369134,0.003878942,0.004665721,0.009205456,17.68896,16.49712,16.50911,16.55731,16.61734,7703.271,1,89.33011,3.375133,1,0.0478,-2.067659,2,0.0317
1369,53089,601,182.223038056,45.4734988889,144.939362,69.793541,16.52,1.27,-0.05,24.8,0.21,0.8,8.22,15.3,19.1,12.3,-3.0,14.3,60.2,3.1,108.8,DR8,Sloan,SDSS J120853.52+452824.6,182.22304,45.473501,1541522225914472448,1237661873476468805,1237661873476468805,17.80206,16.52071,16.59359,16.71687,16.77654,0.01046983,0.004237112,0.004619625,0.00539358,0.009053682,17.73486,16.47126,16.55773,16.68968,16.75726,7972.96,1,170.4573,3.143147,1,0.0374,-1.304889,2,0.0317
1440,53084,163,170.211426111,41.0427780556,170.339096,66.764938,15.73,1.24,-0.25,27.66,0.22,1.02,9.85,10.9,15.8,12.2,-0.7,10.0,20.9,2.5,38.5,DR8,Sloan,SDSS J112050.74+410234.0,170.21143,41.042779,1621340722693171200,1237662193984798740,1237662193984798740,17.06143,15.77872,15.99104,16.14432,16.23709,0.007737351,0.003547499,0.003737188,0.004377973,0.007065482,16.98568,15.72299,15.95062,16.11366,16.21535,8246.218,1,218.8935,2.98256,1,0.0528,-1.808793,2,0.0443
1440,53084,154,170.539473889,41.0466038889,170.01622,66.977409,16.02,1.2,-0.13,26.62,0.21,0.96,9.41,12.4,17.1,12.8,-0.8,11.4,-174.1,2.8,-156.1,DR8,Sloan,SDSS J112209.47+410247.7,170.53948,41.046605,1621338248792008704,1237662193984929799,1237662193984929799,17.3004,16.02276,16.17557,16.31275,16.38229,0.008551091,0.003366711,0.003973701,0.004514726,0.007553163,17.21387,15.95909,16.12939,16.27774,16.35746,8119.964,1,185.1202,3.068743,1,0.0276,-1.416057,2,0.0211
1440,53084,607,171.753966944,42.4867630556,165.666519,66.964355,17.17,1.24,-0.16,26.38,0.27,1.01,10.12,21.0,25.2,16.0,-2.0,19.4,-24.2,4.7,0.5,DR8,Sloan,SDSS J112700.94+422912.3,171.75396,42.486762,1621462768483854336,1237662195596001308,1237662195596001308,18.49654,17.21661,17.37911,17.52715,17.57511,0.01525297,0.00462353,0.005177797,0.006470638,0.01392505,18.40197,17.14703,17.32865,17.48888,17.54798,8178.414,1,199.8559,3.022586,1,0.0574,-1.782407,2,0.068
1367,53083,306,174.188506944,43.6809769444,160.383301,67.620903,17.38,1.26,-0.12,27.39,0.27,0.95,9.8,23.2,27.1,16.3,-3.0,21.5,-57.6,6.1,-25.7,DR8,Sloan,SDSS J113645.24+434051.5,174.1885,43.680978,1539189337017575424,1237661871863300141,1237661871863300141,18.77016,17.4497,17.57184,17.70808,17.80156,0.01721391,0.005177486,0.005627804,0.006895886,0.01593766,18.64449,17.35722,17.50477,17.65722,17.7655,8121.727,1,177.6051,3.142186,1,0.0833,-1.438607,2,0.0663
1445,53062,545,176.540023889,42.7453769444,159.05925,69.512589,15.64,1.2,-0.09,26.34,0.21,0.9,9.06,10.4,15.1,11.4,-1.3,9.8,-79.5,2.5,-47.9,DR8,Sloan,SDSS J114609.59+424443.3,176.54003,42.745375,1627075225218738176,1237661967964307458,1237661967964307458,16.96779,15.68263,15.7963,15.91385,15.95685,0.007530182,0.003695639,0.003670666,0.004333756,0.006500335,16.84975,15.59577,15.7333,15.86608,15.92298,8061.909,1,153.724,3.21719,1,0.0309,-1.398976,2,0.04
1445,53062,541,176.305846944,42.7171061111,159.458466,69.408806,16.16,1.05,-0.24,23.65,0.24,1.18,9.61,13.0,17.3,12.3,-1.6,12.1,-232.1,3.4,-200.9,DR8,Sloan,SDSS J114513.40+424301.6,176.30585,42.717104,1627074125707110400,1237661967964176446,1237661967964176446,17.35715,16.24697,16.46326,16.65121,16.75722,0.009047884,0.003929344,0.004082478,0.004971886,0.00924625,17.22751,16.15158,16.39408,16.59875,16.72002,8180.193,1,209.4212,2.883515,1,0.047,-1.931334,1,0.0245
1445,53062,320,174.139786111,41.678825,164.609436,68.869644,18.38,1.18,-0.16,25.93,0.27,0.95,9.58,36.8,40.3,20.8,-3.5,34.4,-216.4,12.6,-191.6,DR8,Sloan,SDSS J113633.54+414043.7,174.13978,41.678825,1627013377689675776,1237661966889713832,1237661966889713832,19.66489,18.479,18.60854,18.71052,18.80026,0.03414842,0.007358534,0.008936226,0.01116724,0.03715897,19.54399,18.39005,18.54403,18.6616,18.76558,7955.63,1,127.549,3.210218,1,0.1381,-1.594866,1,0.1024
1443,53055,261,171.917083889,41.6449169444,167.287949,67.539116,16.29,1.05,-0.23,23.41,0.23,1.14,9.31,13.7,18.3,13.1,-1.2,12.7,-59.0,3.2,-37.1,DR8,Sloan,SDSS J112740.10+413841.7,171.91709,41.644918,1624745359962040320,1237662194522259527,1237662194522259527,17.42421,16.34725,16.57154,16.78566,16.94648,0.009112715,0.003917009,0.004180516,0.004958385,0.01042441,17.33623,16.28252,16.52459,16.75006,16.92124,8224.746,1,202.9708,2.873298,1,0.047,-2.009883,1,0.0468
1313,52790,590,181.315093889,57.4569930556,134.853134,58.589703,17.61,0.97,0.0,25.45,0.19,0.77,8.07,25.2,29.1,17.3,-9.3,21.5,60.4,6.5,146.1,DR8,Sloan,SDSS J120515.62+572725.4,181.31509,57.456992,1478468802457921536,1237661353243312156,1237661353243312156,18.78754,17.68345,17.68254,17.73372,17.80781,0.02011222,0.00497328,0.005689757,0.00678913,0.02015711,18.69674,17.61664,17.63408,17.69697,17.78176,7588.235,1,138.9168,3.781409,1,0.1267,-0.9944752,2,0.0859
1313,52790,69,180.727341111,56.4618569444,136.120117,59.406521,15.84,1.21,-0.18,26.27,0.23,0.87,9.23,11.4,16.2,12.2,-4.0,9.8,-189.8,2.9,-107.8,DR8,Sloan,SDSS J120254.56+562743.0,180.72734,56.461856,1478325591068403712,1237657610729488398,1237657610729488398,17.1578,15.91201,16.07051,16.19412,16.29857,0.007704284,0.003112624,0.003641847,0.004040199,0.007489433,17.08024,15.85494,16.02912,16.16273,16.27632,8116.433,1,186.9231,3.057805,1,0.0228,-1.390777,1,0.0326
1313,52790,92,180.062606944,56.3826069444,136.847183,59.34129,15.5,1.18,-0.18,26.61,0.22,0.96,10.0,9.8,14.8,11.6,-3.4,8.4,-378.2,2.6,-297.2,DR8,Sloan,SDSS J120015.02+562257.6,180.0626,56.382607,1478331913260263424,1237657610729291847,1237657610729291847,16.7581,15.54185,15.70338,15.84574,15.92009,0.006496983,0.003127031,0.003206884,0.003699071,0.006334126,16.66721,15.47497,15.65487,15.80896,15.89402,8291.109,1,195.0514,3.209738,1,0.0376,-2.05264,1,0.0649
1311,52765,480,175.155518056,57.38018,140.57431,57.25618,17.58,1.12,-0.01,24.7,0.27,0.85,8.52,24.9,29.2,18.4,-8.6,20.9,47.8,7.8,127.0,DR8,Sloan,SDSS J114037.31+572248.7,175.15551,57.380181,1476186765655042048,1237657612338790426,1237657612338790426,18.78781,17.65588,17.67258,17.70029,17.83554,0.0204302,0.004911989,0.005773182,0.007084625,0.02235927,18.72859,17.6123,17.64098,17.67632,17.81854,7725.126,1,87.80592,4.047652,1,0.0326,-1.436717,2,0.0475
1311,52765,65,177.496765,56.5131569444,139.238388,58.62709,17.29,1.23,-0.12,23.62,0.25,0.82,8.39,22.3,26.5,16.8,-7.6,19.1,-113.9,6.6,-35.1,DR8,Sloan,SDSS J114959.20+563047.6,177.49677,56.513155,1476072691323660288,1237661352168587326,1237661352168587326,18.61637,17.34206,17.44343,17.5554,17.65061,0.01719141,0.004523933,0.00521546,0.006301187,0.01562914,18.54194,17.28729,17.40371,17.52528,17.62925,8018.188,1,113.6993,3.308903,1,0.0602,-1.379262,2,0.0448
1311,52765,487,175.60701,57.2880438889,140.266541,57.456966,17.14,1.26,-0.12,23.57,0.23,0.77,7.93,20.8,25.2,16.6,-7.2,17.5,-133.6,4.7,-54.2,DR8,Sloan,SDSS J114225.64+571717.1,175.60701,57.288043,1476188689800390656,1237661353241935948,1237661353241935948,18.4112,17.14713,17.26326,17.37167,17.45171,0.01614668,0.004131977,0.004812175,0.005680298,0.01576315,18.35831,17.10821,17.23503,17.35026,17.43653,8009.473,1,173.1454,3.185818,1,0.0582,-1.945414,2,0.0541
1015,52734,65,176.079346111,54.3556588889,142.672211,60.124939,18.61,1.2,-0.13,27.28,0.16,0.95,8.68,41.0,44.8,24.2,-12.4,35.5,-213.6,13.1,-143.3,DR8,Sloan,SDSS J114419.03+542120.6,176.07935,54.355658,1142806318378149888,1237658801498882138,1237658801498882138,19.85926,18.66732,18.76573,18.89313,18.91704,0.0368885,0.008160848,0.009885574,0.01352605,0.04547832,19.81149,18.63217,18.74024,18.87379,18.90334,8128.793,1,187.2246,4.114243,1,0.0972,-1.883772,2,0.1196
1014,52707,67,174.874573056,54.30315,143.917023,59.796284,16.77,1.12,-0.04,21.28,0.32,0.81,8.69,17.1,21.7,15.0,-5.1,14.8,-94.4,4.7,-25.5,DR8,Sloan,SDSS J113929.88+541811.5,174.87457,54.303152,1141680967774136320,1237658801498554378,1237658801498554378,17.9617,16.82234,16.81663,16.87201,16.94815,0.01257609,0.004251675,0.004625925,0.005249292,0.01143709,17.89057,16.77,16.77867,16.84323,16.92774,7514.098,1,60.91103,4.017842,1,0.0285,-0.4107018,1,0.0363
1014,52707,608,174.776198889,55.5836519444,142.660751,58.687126,18.13,1.2,-0.07,28.47,0.32,0.88,9.08,32.1,36.1,21.3,-10.1,27.4,-184.0,9.5,-111.0,DR8,Sloan,SDSS J113906.28+553501.4,174.7762,55.583654,1141829676721793024,1237658803109232736,1237658803109232736,19.37518,18.18829,18.21518,18.28857,18.36747,0.02923622,0.006430751,0.007506432,0.009736437,0.02931873,19.3015,18.13408,18.17586,18.25875,18.34633,7808.049,1,204.7889,4.059191,1,0.0657,-1.168874,2,0.0462
883,52430,399,181.903518889,52.619835,137.773514,63.227299,15.92,1.17,-0.21,27.33,0.21,1.05,10.31,11.9,16.4,12.0,-3.6,10.6,111.1,3.0,182.4,DR8,Sloan,SDSS J120736.83+523711.5,181.90352,52.619833,994279334795569152,1237657629528424462,1237657629528424462,17.19482,15.98989,16.17015,16.32458,16.41749,0.008900664,0.003976102,0.004150169,0.004725585,0.008551969,17.09516,15.91656,16.11696,16.28425,16.38889,8301.922,1,220.4615,2.979074,1,0.0469,-1.986353,1,0.0458
951,52398,213,169.38063,58.3095630556,144.204437,54.768162,18.04,1.24,-0.01,18.11,0.21,0.86,7.32,30.8,35.2,22.4,-10.4,25.1,-149.3,7.5,-72.1,DR8,Sloan,SDSS J111731.33+581834.7,169.38069,58.309579,2717958734935517184,1237655107300687947,1237655107300687947,19.30826,18.05075,18.05995,18.08217,18.14048,0.02523671,0.006115729,0.006821653,0.008209424,0.02101733,19.25648,18.01264,18.03231,18.06121,18.12562,7163.05,1,145.6165,3.181491,1,0.0347,-1.630133,2,0.0478
881,52368,333,176.107223889,53.0294530556,144.065186,61.26265,16.96,1.14,-0.08,22.83,0.21,0.9,8.48,18.7,23.0,15.3,-5.3,16.4,-211.8,4.9,-145.8,DR8,Sloan,SDSS J114425.72+530146.2,176.10723,53.029454,992009391999838208,1237657630600593450,1237657630600593450,18.23638,17.01357,17.09006,17.18162,17.25254,0.01466399,0.004333136,0.005001844,0.006012781,0.01248894,18.14935,16.94954,17.04362,17.14641,17.22757,7933.15,1,114.2667,3.387273,1,0.0598,-1.87343,2,0.0396
881,52368,484,177.863418889,52.9403530556,142.252182,61.879799,15.8,1.19,-0.14,26.5,0.2,1.0,9.9,11.2,16.0,12.2,-3.2,9.9,49.7,2.5,117.3,DR8,Sloan,SDSS J115127.20+525625.5,177.86342,52.940354,992050898563786752,1237657857683095621,1237657857683095621,17.10166,15.83462,16.0113,16.15835,16.24532,0.007599709,0.003614848,0.003927799,0.004353307,0.00734002,16.98295,15.74727,15.94796,16.11032,16.21126,8192.646,1,198.3176,2.953111,1,0.0312,-1.531107,2,0.0242
879,52365,151,172.427383056,51.2068819444,150.110382,61.390869,15.66,1.28,-0.16,26.6,0.21,0.98,9.98,10.5,15.6,12.4,-2.5,9.2,42.3,2.1,98.2,DR8,Sloan,SDSS J112942.57+511224.9,172.42738,51.206884,989707564356757504,1237657856070975498,1237657856070975498,17.00993,15.6911,15.86123,15.97011,16.0378,0.007286272,0.003315455,0.00364979,0.004233595,0.006672802,16.95024,15.64718,15.82937,15.94595,16.02067,8224.746,1,206.8004,3.2232,1,0.0491,-2.052407,1,0.0457
